Площадь,Количество комнат,Этаж,Количество этажей в доме,Цена,Адрес,Изображения,Описание,S3_изображения,Количество_фото
13.3,1,2,39,55000,"ЖК «Левел Амурская», 4 квартал 2020","['avatars.mds.yandex.net/get-realty-offers/16506707/bb0ae0b5-2ebc-46df-8c34-17e2445bb21a/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10238482/b867eae4-d405-485a-af93-4e88389fa635/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15540911/ca64ce08-01eb-4d95-aef4-48b24832a9ca/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14896786/e2c63436-8d1b-4636-9427-fb4853a18a3b/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13853239/f56ccb13-37df-4a51-bd75-b442843b567b/app_snippet_large']","Сдаётся 1-комнатная квартира площадью 13 кв.м. с евроремонтом на 2 этаже в 39-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Стиральная машина  Холодильник  Кондиционер  Бойлер  Микроволновка Дом - монолитный, окна выходят во двор.","['s3://realty-images/flats/1968/image_1.jpg', 's3://realty-images/flats/1968/image_2.jpg', 's3://realty-images/flats/1968/image_3.jpg', 's3://realty-images/flats/1968/image_4.jpg', 's3://realty-images/flats/1968/image_5.jpg']",5
38.0,1,8,17,68500,"Варшавское шоссе,114к1","['avatars.mds.yandex.net/get-realty-offers/14854196/50a65ab4-b002-42cd-992a-dfcd28cde7b5/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16805947/a866c68f-6401-4e24-ad23-01080e0644df/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13693183/8cd8e4db-1a69-453d-a66c-04d5bcb6958a/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13053830/58dbf86f-e4da-499b-8f06-d0238e79dd8c/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/9897712/d67bd966-0745-4d19-a4c7-c98d8ee4658c/app_snippet_large']",Заезд возможен с 25.04.2026. Сдаётся 1-комнатная квартира площадью 38 кв.м. с косметическим ремонтом на 8 этаже в 17-этажном доме на срок от 11 месяцев. Из техники есть:  Стиральная машина  Холодильник  Посудомоечная машина  Кондиционер Дом -,"['s3://realty-images/flats/1969/image_1.jpg', 's3://realty-images/flats/1969/image_2.jpg', 's3://realty-images/flats/1969/image_3.jpg', 's3://realty-images/flats/1969/image_4.jpg', 's3://realty-images/flats/1969/image_5.jpg']",5
37.0,1,18,29,98500,"ЖК «Метрополия», 1 квартал 2024","['avatars.mds.yandex.net/get-realty-offers/16506707/aa98a4f9-0614-4347-b936-2dff194e2fb8/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16149937/9288f15c-bc14-42ff-ab6d-db99a8262833/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16445801/726b5392-6f2b-4661-b1a4-d09f9bd04663/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16293048/fe13b624-867d-4a19-adc8-68217ccf6da5/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18041365/3324ae9a-46ef-46e4-8401-5354cbfe55ab/app_snippet_large']","Сдаётся 1-комнатная квартира площадью 37 кв.м. с евроремонтом на 18 этаже в 29-этажном доме. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Кондиционер  Микроволновка  Проточный водонагреватель  Пылесос Дом - монолитный,","['s3://realty-images/flats/1970/image_1.jpg', 's3://realty-images/flats/1970/image_2.jpg', 's3://realty-images/flats/1970/image_3.jpg', 's3://realty-images/flats/1970/image_4.jpg', 's3://realty-images/flats/1970/image_5.jpg']",5
37.0,1,9,22,98000,"Сити-комплекс «Мята», 1 квартал 2023","['avatars.mds.yandex.net/get-realty-offers/14819877/9f4386d7-d238-4e10-a6bc-b6a53960f73a/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14854196/f67c0258-ca17-4317-a8b4-8dd379b9963c/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15206320/af9ff15c-b84c-42cd-a1ca-58f1da575c48/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14373170/553faff6-0f16-4345-8acc-44392873828f/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13745223/7a69c1e8-55fd-4fb7-888d-58beb4328b2d/app_snippet_large']",Сдаётся 1-комнатная квартира площадью 37 кв.м. с евроремонтом на 9 этаже в 22-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина  Кондиционер  Микроволновка  Пылесос Дом,"['s3://realty-images/flats/1971/image_1.jpg', 's3://realty-images/flats/1971/image_2.jpg', 's3://realty-images/flats/1971/image_3.jpg', 's3://realty-images/flats/1971/image_4.jpg', 's3://realty-images/flats/1971/image_5.jpg']",5
36.0,1,17,17,44000,"Бутово парк 2, 2 квартал 2018","['avatars.mds.yandex.net/get-realty-offers/13816893/5899fc7f-abaa-4d88-8f78-da7499186de2/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16502204/feec0de9-10f0-45fa-a79c-7c89c482688c/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14112972/cf6b9e46-68eb-46bd-b572-a7938db06589/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/11510081/cf15abb5-e2e5-4e9e-ba43-00be4140f629/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13865254/00900d33-a66d-45c1-bf1f-3d2deefa7164/app_snippet_large']","Сдаётся 1-комнатная квартира площадью 36 кв.м. с евроремонтом на 17 этаже в 17-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина  Микроволновка  Пылесос Дом - панельный, окна","['s3://realty-images/flats/1972/image_1.jpg', 's3://realty-images/flats/1972/image_2.jpg', 's3://realty-images/flats/1972/image_3.jpg', 's3://realty-images/flats/1972/image_4.jpg', 's3://realty-images/flats/1972/image_5.jpg']",5
60.0,2,8,9,77000,"Ленинградский проспект,74к1","['avatars.mds.yandex.net/get-realty-offers/13580435/9ca683fc-436f-4a86-90ab-4bc8cc844bb2/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16386144/132a8341-190c-4cfb-8703-ab82cb1d68f9/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14804480/3adc141b-631d-4b96-9c51-afc0d7efdc32/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15174711/4ff00b57-bc88-4e16-8c91-9ba896a85d24/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/9896606/9efbe16d-623e-4c3c-9a78-18c04b590b34/app_snippet_large']",Сдаётся 2-комнатная квартира площадью 60 кв.м. с евроремонтом на 8 этаже в 9-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина  Кондиционер  Микроволновка  Пылесос Дом,"['s3://realty-images/flats/1973/image_1.jpg', 's3://realty-images/flats/1973/image_2.jpg', 's3://realty-images/flats/1973/image_3.jpg', 's3://realty-images/flats/1973/image_4.jpg', 's3://realty-images/flats/1973/image_5.jpg']",5
39.0,1,9,21,30000,"ЖК «Новоград Павлино», 2 квартал 2021","['avatars.mds.yandex.net/get-realty-offers/13231274/3fa87cc7-1218-4e6d-920b-40f8b19be605/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13970442/4f2d9a41-a01f-4bc0-8c88-1564158e1635/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/11508954/f736ca0f-06ae-4ca9-a485-c1ffe3521ba9/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15352718/9d1fa642-cfd8-413e-b732-44e66439b371/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/17783839/ba88b24d-b9e5-4cd2-ae70-22b0fcdf1175/app_snippet_large']","Id 61781. Ждем Вас на просмотр! Сдам квартиру очень уютная и светлая ЕВРО 2-комнатная квартира в новом ЖК, 2 спальных места, в квартире есть абсолютно все! Микрорайон Новое Павлино расположен в 10 мин транспортом от м. Некрасовка или до ж/д станции","['s3://realty-images/flats/1974/image_1.jpg', 's3://realty-images/flats/1974/image_2.jpg', 's3://realty-images/flats/1974/image_3.jpg', 's3://realty-images/flats/1974/image_4.jpg', 's3://realty-images/flats/1974/image_5.jpg']",5
32.0,1,7,24,49000,"ЖК «Южная Битца», 4 квартал 2020","['avatars.mds.yandex.net/get-realty-offers/16795949/8cba9f14-9802-40ef-8873-0ca415898af4/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15216618/8d2ad462-a973-4e3a-a6b7-450d1254cf14/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13813756/50d341a8-8a78-483d-bd91-504c06270fb6/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15049560/62ae26af-02c9-4610-b765-a9a168017e1d/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15216618/47ce11a6-cd25-43fa-a7f7-98ec10592583/app_snippet_large']","Сдаётся 1-комнатная квартира площадью 32 кв.м. с евроремонтом на 7 этаже в 25-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Стиральная машина  Холодильник Дом - монолитный, окна выходят во двор. В подъезде 2 лифта - 1 грузовой и 1","['s3://realty-images/flats/1975/image_1.jpg', 's3://realty-images/flats/1975/image_2.jpg', 's3://realty-images/flats/1975/image_3.jpg', 's3://realty-images/flats/1975/image_4.jpg', 's3://realty-images/flats/1975/image_5.jpg']",5
55.4,2,28,32,94500,"ЖК «Профит», 4 квартал 2023","['avatars.mds.yandex.net/get-realty-offers/15540911/83677931-8955-4eed-a632-00cfa3ef600d/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15317712/9d90e9aa-a608-4be3-86a3-bdb8f977c656/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16146422/5f2c993c-21f3-4a86-9280-a652e48485fb/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14773815/4002e0f5-ad8f-4c88-9f5c-60ec5aed5292/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18345797/603af8b0-d11c-4950-a09a-fadc09aeefbb/app_snippet_large']",Сдаётся 2-комнатная квартира площадью 55 кв.м. с дизайнерским ремонтом на 28 этаже в 32-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Сушильная машина  Холодильник  Посудомоечная машина  Кондиционер,"['s3://realty-images/flats/1976/image_1.jpg', 's3://realty-images/flats/1976/image_2.jpg', 's3://realty-images/flats/1976/image_3.jpg', 's3://realty-images/flats/1976/image_4.jpg', 's3://realty-images/flats/1976/image_5.jpg']",5
29.0,1,2,7,35500,"ЖК «Баркли Медовая долина», 1 квартал 2018","['avatars.mds.yandex.net/get-realty-offers/14854196/25e2b7dd-3bfa-46bb-b4ec-ed984bed227e/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18041365/291359e3-b892-426f-96a5-ab53ee9e5835/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/19509862/2bd4a968-fd67-4dcc-81a5-53189781e02d/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14770411/f5d6d936-f5de-4d9d-a971-232043b4e302/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18141612/8c427d0e-9257-4464-9b25-ec4b46b8d226/app_snippet_large']",Сдаётся 1-комнатная квартира площадью 29 кв.м. с евроремонтом на 2 этаже в 5-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник  Кондиционер Дом - кирпичный. Коммунальные услуги по счетчикам,"['s3://realty-images/flats/1977/image_1.jpg', 's3://realty-images/flats/1977/image_2.jpg', 's3://realty-images/flats/1977/image_3.jpg', 's3://realty-images/flats/1977/image_4.jpg', 's3://realty-images/flats/1977/image_5.jpg']",5
36.0,1,13,23,69000,"МФК «Тропарево Парк», 1 квартал 2025","['avatars.mds.yandex.net/get-realty-offers/14804480/50f18930-ddae-4cb9-8ffc-136a840d0099/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/8332981/8b037ebf-f943-4715-b68b-a4759af83c17/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13282824/62f24bda-fbad-49b5-9f8c-03bd734db3e1/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/20072937/5ea38f1a-5f94-403c-944c-819f1a917628/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/17720277/afb70bba-2611-4656-93cc-8791ad917ed7/app_snippet_large']",Заезд возможен с 03.05.2026. Сдаётся 1-комнатная квартира площадью 36 кв.м. с евроремонтом на 13 этаже в 23-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина  Кондиционер Дом -,"['s3://realty-images/flats/1978/image_1.jpg', 's3://realty-images/flats/1978/image_2.jpg', 's3://realty-images/flats/1978/image_3.jpg', 's3://realty-images/flats/1978/image_4.jpg', 's3://realty-images/flats/1978/image_5.jpg']",5
59.1,3,6,14,50000,"ЖК «Остафьево», 4 квартал 2024","['avatars.mds.yandex.net/get-realty-offers/16304208/ad0460fa-6960-4deb-aebf-6b192dc8d390/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14885322/582bd6c1-1dea-4197-8d0b-d0de7c3d39c3/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15352718/a6e66868-45e7-4da2-8a30-0c9f51840d63/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15389651/31bcc2da-4bb8-41d0-a4af-42093b8f222d/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18041365/bb1a4055-1898-4639-b9db-05283e12ccd3/app_snippet_large']","Сдаем евро-треxкомнатную квaртиру в новом доме на длительный срок! Kвapтирa чистая, нoвaя! Бoльшая куxня-гостинaя, просторная прихожая, комната с бaлкoнoм, спальная комната, сoвмecтный cанузeл и отдельно прaчeчная. Кухня оборудована, есть","['s3://realty-images/flats/1979/image_1.jpg', 's3://realty-images/flats/1979/image_2.jpg', 's3://realty-images/flats/1979/image_3.jpg', 's3://realty-images/flats/1979/image_4.jpg', 's3://realty-images/flats/1979/image_5.jpg']",5
42.8,2,9,21,180000,"ЖК «Дом Chkalov», 4 квартал 2024","['avatars.mds.yandex.net/get-realty-offers/13094623/e48421e3-8c94-43dd-b67f-da19f1703ec4/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14804480/9552d10a-7603-4992-8815-8fadad566570/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/8332981/f534391a-a9d3-4025-8a51-023f1cda173f/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/12728172/0a3ae88f-49ad-4b40-bde8-07abc8b86a38/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16445801/d955c17b-ca47-4383-be8d-663bc435a0d2/app_snippet_large']","Id 59827. Уютные апартаменты с шикарным видом! Общая информация  Элитный апарт-комплекс на площади Курского вокзала, 1, в ЦАО, Басманный район.  В шаговой доступности от метро Курская и Чкаловская (2-4 минуты пешком).  Состоит из двух 21-этажны","['s3://realty-images/flats/1980/image_1.jpg', 's3://realty-images/flats/1980/image_2.jpg', 's3://realty-images/flats/1980/image_3.jpg', 's3://realty-images/flats/1980/image_4.jpg', 's3://realty-images/flats/1980/image_5.jpg']",5
40.0,2,2,33,66000,"Столичные поляны, 3 квартал 2021","['avatars.mds.yandex.net/get-realty-offers/18101215/73e0bb6c-459b-491a-b9c4-eba2fc54e61e/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16502204/cbb4b286-9951-4850-97f1-c23ceeb705ec/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13580435/f84c157e-bf0d-4bab-87d3-1b2679735fac/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14744021/16b5c0ea-c79f-4947-bc74-81a097edcfdf/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18141612/c4935bb3-60e3-405e-9a99-b48d375a0b6a/app_snippet_large']","Сдаётся 2-комнатная квартира площадью 40 кв.м. с евроремонтом на 2 этаже в 33-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина  Микроволновка Дом - монолитный, окна выходят во","['s3://realty-images/flats/1981/image_1.jpg', 's3://realty-images/flats/1981/image_2.jpg', 's3://realty-images/flats/1981/image_3.jpg', 's3://realty-images/flats/1981/image_4.jpg', 's3://realty-images/flats/1981/image_5.jpg']",5
41.0,1,49,59,125500,ЖК «D1»,"['avatars.mds.yandex.net/get-realty-offers/19856232/e6ec646a-04ff-4e31-8a3d-2c4087b68297/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13693183/f4b76b05-ff9d-454d-b934-871afb738274/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14918062/a020f309-ce17-48f9-8da9-ddd586dfc3d5/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15204576/1015a033-50f5-45e4-8030-f209783594fc/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15204576/16f1e38e-c299-4a40-a92b-b4c1f8f5a5e8/app_snippet_large']",Заезд возможен с 21.04.2026. Сдаётся 1-комнатная квартира площадью 41 кв.м. с евроремонтом на 49 этаже в 59-этажном доме. Окна выходят на улицу. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина  Кондиционер (2 шт.),"['s3://realty-images/flats/1982/image_1.jpg', 's3://realty-images/flats/1982/image_2.jpg', 's3://realty-images/flats/1982/image_3.jpg', 's3://realty-images/flats/1982/image_4.jpg', 's3://realty-images/flats/1982/image_5.jpg']",5
34.0,1,4,19,66000,"ЖК «ЛУЧИ», 2 квартал 2019","['avatars.mds.yandex.net/get-realty-offers/12719313/62c13406-1447-49e6-9385-98c3ddc08128/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14819877/871996e4-4dff-4d3f-899d-4c3cab6d9890/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/9897712/454b8e07-4eb7-434f-99ee-32a977929ba5/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/11556715/a581158f-91f4-4c4e-bf5c-43e0a0965cb5/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13693183/fd650b6f-4c87-4195-bb7d-3c244d466fba/app_snippet_large']",Заезд возможен с 12.04.2026. Сдаётся 1-комнатная квартира площадью 34 кв.м. с косметическим ремонтом на 4 этаже в 19-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Пылесос Дом -,"['s3://realty-images/flats/1983/image_1.jpg', 's3://realty-images/flats/1983/image_2.jpg', 's3://realty-images/flats/1983/image_3.jpg', 's3://realty-images/flats/1983/image_4.jpg', 's3://realty-images/flats/1983/image_5.jpg']",5
68.0,3,8,26,138000,"Красноказарменная 15, 4 квартал 2024","['avatars.mds.yandex.net/get-realty-offers/13745081/4b1bf707-f6c2-480b-ace2-4815be4a403c/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13920606/18eb0083-4dd4-4046-9442-dcfb4b0fdc31/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16386144/d88e02d9-8415-49f4-853c-fb27d18a59d1/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10371723/7a435df1-7cf0-4d34-b3d8-dd6f1846c058/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16444596/fdf234a8-cd7e-431d-96a6-52e2d88b7bbb/app_snippet_large']","Сдаётся 3-комнатная квартира площадью 68 кв.м. с евроремонтом на 8 этаже в 26-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина Дом - монолитный, окна выходят во двор.","['s3://realty-images/flats/1984/image_1.jpg', 's3://realty-images/flats/1984/image_2.jpg', 's3://realty-images/flats/1984/image_3.jpg', 's3://realty-images/flats/1984/image_4.jpg', 's3://realty-images/flats/1984/image_5.jpg']",5
40.0,1,4,22,45000,"Путилково, 1 квартал 2018","['avatars.mds.yandex.net/get-realty-offers/11461828/701508b9-feb9-48f1-b892-0b00c42a8652/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14178776/3284617e-6f3d-4596-a675-87c84c91f796/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18141612/aefaf719-8084-4213-86d2-bbdb5d78c5ce/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13970442/97298361-becd-4d1a-87e2-2beb28270535/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18319046/0fa855e3-c41f-4eea-9c0f-9cf7b3431894/app_snippet_large']","Сдаётся 1-комнатная квартира площадью 40 кв.м. с евроремонтом на 4 этаже в 22-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник  Кондиционер Дом - монолитный, окна выходят на улицу. В подъезде 3 лифта","['s3://realty-images/flats/1985/image_1.jpg', 's3://realty-images/flats/1985/image_2.jpg', 's3://realty-images/flats/1985/image_3.jpg', 's3://realty-images/flats/1985/image_4.jpg', 's3://realty-images/flats/1985/image_5.jpg']",5
37.0,1,16,22,66000,"Микрорайон «Царицыно-2», 1 квартал 2023","['avatars.mds.yandex.net/get-realty-offers/15037245/a03787a5-6b31-45a3-ac5b-1b71aa5cc2e5/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10238482/c3487148-c050-4898-b9f5-b0fbee0c9312/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14785354/11697db7-c784-4098-8705-bf0c4db16033/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14178776/2d30e158-f73f-48b2-9a55-c3476bfd772b/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16146422/e7a9cb28-2cd3-468e-9493-bbf1be99dc83/app_snippet_large']","Сдаётся 1-комнатная квартира площадью 37 кв.м. с косметическим ремонтом на 16 этаже в 20-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Бойлер Дом - монолитный, окна выходят на улицу. В","['s3://realty-images/flats/1986/image_1.jpg', 's3://realty-images/flats/1986/image_2.jpg', 's3://realty-images/flats/1986/image_3.jpg', 's3://realty-images/flats/1986/image_4.jpg', 's3://realty-images/flats/1986/image_5.jpg']",5
55.0,3,4,5,64000,"улица Плеханова,22к3","['avatars.mds.yandex.net/get-realty-offers/15389651/c883aba9-902e-41fb-9879-d1af5e6ccec4/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14854196/a41e8476-afce-4bb8-a4f7-aa9c5e7b9567/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18319046/ff5f43fd-30fb-43ed-893f-fcb5c8dfca7c/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18141612/1fb03a19-3012-4058-bf4a-990112d98a0e/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13732998/e2bb4fde-91f2-4992-a8a4-8789f571162f/app_snippet_large']",Заезд возможен с 02.05.2026. Сдаётся 3-комнатная квартира площадью 55 кв.м. с косметическим ремонтом на 4 этаже в 5-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Кондиционер Дом -,"['s3://realty-images/flats/1987/image_1.jpg', 's3://realty-images/flats/1987/image_2.jpg', 's3://realty-images/flats/1987/image_3.jpg', 's3://realty-images/flats/1987/image_4.jpg', 's3://realty-images/flats/1987/image_5.jpg']",5
35.0,1,3,22,71000,"ЖК «Рассказово», 3 квартал 2022","['avatars.mds.yandex.net/get-realty-offers/15229691/1dc74e0e-6106-4ab9-a11a-6dfd8588ab6b/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14767060/b9ebff12-ef55-4f6f-adeb-6750ac6b6acf/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14333116/2281dd96-00ef-470c-bd95-17372b014e97/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15375780/0f8d4523-489b-4109-8848-99815ed4d6d6/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14293020/b3b5eabf-3d3e-4b81-b2c6-6aaa3cd72925/app_snippet_large']",Сдаётся 1-комнатная квартира площадью 35 кв.м. с дизайнерским ремонтом на 3 этаже в 12-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина  Кондиционер  Микроволновка Дом,"['s3://realty-images/flats/1988/image_1.jpg', 's3://realty-images/flats/1988/image_2.jpg', 's3://realty-images/flats/1988/image_3.jpg', 's3://realty-images/flats/1988/image_4.jpg', 's3://realty-images/flats/1988/image_5.jpg']",5
53.0,2,3,8,99000,"Квартал «Гринада», 2 квартал 2020","['avatars.mds.yandex.net/get-realty-offers/14770411/6e4bffd1-84da-46aa-8499-03cdebc24f1f/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15541712/4cef00a2-50fc-4541-a29e-5d535009f46e/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13943257/3a75c208-dc69-4cd0-9145-031cd253dc01/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15165363/22f87e98-2ba3-4697-9d5a-0daa12a9996a/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13266466/abe0c6eb-a622-41ed-9dae-4a5ff03d7ef6/app_snippet_large']",Сдаётся 2-комнатная квартира площадью 53 кв.м. с дизайнерским ремонтом на 3 этаже в 8-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Сушильная машина  Холодильник  Посудомоечная машина  Микроволновка  Пылесос,"['s3://realty-images/flats/1989/image_1.jpg', 's3://realty-images/flats/1989/image_2.jpg', 's3://realty-images/flats/1989/image_3.jpg', 's3://realty-images/flats/1989/image_4.jpg', 's3://realty-images/flats/1989/image_5.jpg']",5
85.0,3,15,19,144500,"ЖК «Легенда № 18», 3 квартал 2016","['avatars.mds.yandex.net/get-realty-offers/14635834/ef78acfb-c7ba-47b9-b92c-1894683285ad/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10144950/430ede23-ff37-4001-99f2-8d2dad756389/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14819069/dab20069-df9e-4e4d-b069-fc9b509d4caa/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16502204/165a3e11-ed29-4976-98b8-a833bc994abc/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10159823/4228138b-e391-43df-9240-a9ce3cd87cbe/app_snippet_large']",Заезд возможен с 10.04.2026. Сдаётся 3-комнатная квартира площадью 85 кв.м. с дизайнерским ремонтом на 15 этаже в 25-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина,"['s3://realty-images/flats/1990/image_1.jpg', 's3://realty-images/flats/1990/image_2.jpg', 's3://realty-images/flats/1990/image_3.jpg', 's3://realty-images/flats/1990/image_4.jpg', 's3://realty-images/flats/1990/image_5.jpg']",5
